order_id,order_date,customer_id,country,city,channel,product_id,category,subcategory,unit_price,quantity,discount,revenue,cost
O1593,2023-11-18 00:00:00,C10655,India,Delhi,Mobile App,P1240,Sports,Athleisure,1310.4,3,0.01,3898.83,2444.1
O1593,2023-11-18 00:00:00,C10655,India,Delhi,Mobile App,P1058,Electronics,Accessories,61.84,1,0.0,61.84,41.44
O1594,2024-02-07 00:00:00,C11477,Sweden,Gothenburg,Retail Store,P1260,Beauty,Skincare,691.61,2,0.03,1337.49,1085.79
O1595,2024-10-31 00:00:00,C10502,France,Marseille,Mobile App,P1237,Sports,Fitness,38.46,3,0.0,115.37,64.4
O1596,2024-09-20 00:00:00,C10668,Netherlands,Amsterdam,Web,P1118,Home,Kitchen,1016.08,2,0.0,2032.16,1414.44
O1596,2024-09-20 00:00:00,C10668,Netherlands,Amsterdam,Web,P1183,Fashion,Accessories,1125.97,3,0.0,3377.9,2427.98
O1597,2024-06-24 00:00:00,C10538,Sweden,Stockholm,Web,P1209,Sports,Outdoor,183.94,2,0.0,367.89,219.94
O1598,2023-03-17 00:00:00,C10423,India,Hyderabad,Web,P1192,Fashion,Accessories,1352.68,2,0.0,2705.35,1675.21
O1598,2023-03-17 00:00:00,C10423,India,Hyderabad,Web,P1270,Beauty,Skincare,770.39,1,0.0,770.39,499.16
O1598,2023-03-17 00:00:00,C10423,India,Hyderabad,Web,P1078,Electronics,Audio,463.48,1,0.0,463.48,313.33
O1599,2023-08-20 00:00:00,C11442,Australia,Brisbane,Web,P1185,Fashion,Accessories,699.27,3,0.0,2097.82,1657.01
O1599,2023-08-20 00:00:00,C11442,Australia,Brisbane,Web,P1145,Fashion,Men,36.55,3,0.0,109.66,70.23
O1600,2023-08-10 00:00:00,C11578,Brazil,Rio de Janeiro,Retail Store,P1257,Sports,Athleisure,1138.43,4,0.03,4402.33,3368.68
O1600,2023-08-10 00:00:00,C11578,Brazil,Rio de Janeiro,Retail Store,P1026,Electronics,Laptops,255.85,1,0.0,255.85,173.14
O1601,2024-03-30 00:00:00,C10298,Germany,Cologne,Mobile App,P1044,Electronics,Accessories,278.1,2,0.0,556.21,437.49
O1602,2023-03-25 00:00:00,C10341,UK,Manchester,Mobile App,P1085,Home,Furniture,398.43,1,0.0,398.43,307.73
O1602,2023-03-25 00:00:00,C10341,UK,Manchester,Mobile App,P1061,Electronics,Audio,332.99,1,0.0,332.99,209.34
O1602,2023-03-25 00:00:00,C10341,UK,Manchester,Mobile App,P1130,Home,Decor,539.47,1,0.0,539.47,330.77
O1603,2024-04-08 00:00:00,C10224,France,Paris,Web,P1160,Fashion,Women,410.2,4,0.03,1586.49,1081.13
O1604,2024-08-20 00:00:00,C10096,UK,Manchester,Web,P1123,Home,Decor,171.71,3,0.0,515.14,376.06
O1604,2024-08-20 00:00:00,C10096,UK,Manchester,Web,P1169,Fashion,Women,812.68,3,0.0,2438.04,1468.45
O1605,2024-04-17 00:00:00,C11070,Canada,Calgary,Mobile App,P1315,Beauty,Haircare,745.18,2,0.0,1490.35,945.09
O1605,2024-04-17 00:00:00,C11070,Canada,Calgary,Mobile App,P1185,Fashion,Accessories,734.05,1,0.0,734.05,415.64
O1606,2024-03-17 00:00:00,C11468,UK,London,Retail Store,P1111,Home,Kitchen,157.57,1,0.0,157.57,118.32
O1606,2024-03-17 00:00:00,C11468,UK,London,Retail Store,P1248,Sports,Athleisure,1144.38,2,0.0,2288.75,1669.06
O1606,2024-03-17 00:00:00,C11468,UK,London,Retail Store,P1016,Electronics,Phones,384.26,2,0.07,715.54,556.84
O1607,2024-10-26 00:00:00,C10429,Canada,Calgary,Web,P1308,Beauty,Haircare,846.45,3,0.0,2539.36,1609.74
O1607,2024-10-26 00:00:00,C10429,Canada,Calgary,Web,P1015,Electronics,Phones,247.22,3,0.0,741.67,426.96
O1608,2023-11-24 00:00:00,C10483,UK,London,Web,P1253,Sports,Athleisure,331.67,1,0.08,304.1,244.43
O1609,2023-02-25 00:00:00,C11598,Sweden,Stockholm,Mobile App,P1240,Sports,Athleisure,1219.22,2,0.0,2438.44,1943.52
O1610,2023-06-18 00:00:00,C11728,USA,Austin,Web,P1223,Sports,Fitness,514.67,3,0.0,1544.01,1034.22
O1610,2023-06-18 00:00:00,C11728,USA,Austin,Web,P1101,Home,Kitchen,779.94,3,0.0,2339.81,1699.14
O1611,2023-06-14 00:00:00,C11465,Australia,Brisbane,Mobile App,P1298,Beauty,Makeup,986.26,2,0.0,1972.52,1407.3
O1612,2023-10-24 00:00:00,C11398,Sweden,Gothenburg,Web,P1100,Home,Kitchen,56.55,4,0.0,226.18,178.23
O1612,2023-10-24 00:00:00,C11398,Sweden,Gothenburg,Web,P1119,Home,Kitchen,715.05,5,0.05,3382.26,2575.51
O1612,2023-10-24 00:00:00,C11398,Sweden,Gothenburg,Web,P1195,Fashion,Accessories,457.71,3,0.07,1274.19,1092.71
O1613,2024-08-23 00:00:00,C10100,Australia,Brisbane,Web,P1178,Fashion,Women,1036.16,3,0.09,2831.79,1933.14
O1614,2023-11-15 00:00:00,C11050,France,Paris,Retail Store,P1161,Fashion,Women,893.83,1,0.0,893.83,562.44
O1614,2023-11-15 00:00:00,C11050,France,Paris,Retail Store,P1008,Electronics,Phones,712.31,2,0.0,1424.63,1053.44
O1614,2023-11-15 00:00:00,C11050,France,Paris,Retail Store,P1177,Fashion,Women,473.4,2,0.0,946.81,593.22
O1615,2024-01-16 00:00:00,C10294,Australia,Brisbane,Marketplace,P1178,Fashion,Women,877.81,2,0.0,1755.63,1159.75
O1616,2024-08-31 00:00:00,C11453,UK,Bristol,Web,P1292,Beauty,Makeup,886.66,3,0.0,2659.98,1894.19
O1616,2024-08-31 00:00:00,C11453,UK,Bristol,Web,P1083,Home,Furniture,92.72,3,0.0,278.15,188.05
O1617,2023-02-16 00:00:00,C10341,Netherlands,Amsterdam,Web,P1242,Sports,Athleisure,1101.55,1,0.0,1101.55,806.93
O1618,2024-02-28 00:00:00,C10142,USA,Austin,Web,P1248,Sports,Athleisure,1283.4,2,0.0,2566.79,1546.95
O1619,2023-12-20 00:00:00,C10525,India,Delhi,Web,P1001,Electronics,Phones,1279.95,6,0.0,7679.68,5846.48
O1619,2023-12-20 00:00:00,C10525,India,Delhi,Web,P1109,Home,Kitchen,85.75,2,0.0,171.5,99.95
O1619,2023-12-20 00:00:00,C10525,India,Delhi,Web,P1311,Beauty,Haircare,99.94,1,0.0,99.94,76.93
O1620,2023-06-23 00:00:00,C11559,Sweden,Stockholm,Retail Store,P1112,Home,Kitchen,1185.48,2,0.04,2283.47,1631.48
O1620,2023-06-23 00:00:00,C11559,Sweden,Stockholm,Retail Store,P1232,Sports,Fitness,784.76,2,0.0,1569.51,1127.29
O1621,2024-08-21 00:00:00,C10853,France,Lyon,Web,P1266,Beauty,Skincare,738.59,2,0.07,1379.77,1095.34
O1621,2024-08-21 00:00:00,C10853,France,Lyon,Web,P1226,Sports,Fitness,1201.06,1,0.0,1201.06,688.02
O1622,2023-12-11 00:00:00,C10513,Netherlands,Amsterdam,Web,P1200,Sports,Outdoor,1050.09,1,0.17,873.26,630.83
O1623,2023-06-29 00:00:00,C10574,India,Bengaluru,Mobile App,P1289,Beauty,Makeup,679.05,2,0.0,1358.1,817.8
O1624,2023-07-27 00:00:00,C11297,Australia,Brisbane,Web,P1113,Home,Kitchen,931.45,1,0.0,931.45,701.54
O1625,2023-12-09 00:00:00,C11224,Brazil,Rio de Janeiro,Mobile App,P1032,Electronics,Laptops,103.47,1,0.0,103.47,58.45
O1625,2023-12-09 00:00:00,C11224,Brazil,Rio de Janeiro,Mobile App,P1245,Sports,Athleisure,995.94,1,0.0,995.94,597.08
O1626,2024-05-31 00:00:00,C10552,Australia,Melbourne,Web,P1114,Home,Kitchen,907.32,1,0.0,907.32,644.46
O1626,2024-05-31 00:00:00,C10552,Australia,Melbourne,Web,P1251,Sports,Athleisure,584.67,6,0.0,3508.02,2285.58
O1627,2023-05-23 00:00:00,C10417,Canada,Montreal,Marketplace,P1032,Electronics,Laptops,81.34,4,0.09,296.26,256.95
O1628,2023-12-18 00:00:00,C10695,Netherlands,Utrecht,Marketplace,P1183,Fashion,Accessories,878.63,2,0.0,1757.26,1285.64
O1629,2024-10-20 00:00:00,C11405,Sweden,Stockholm,Retail Store,P1224,Sports,Fitness,412.17,1,0.16,346.75,309.13
O1630,2023-09-02 00:00:00,C10428,UK,London,Web,P1204,Sports,Outdoor,575.8,1,0.01,568.25,365.04
O1630,2023-09-02 00:00:00,C10428,UK,London,Web,P1265,Beauty,Skincare,745.98,4,0.0,2983.93,2325.98
O1630,2023-09-02 00:00:00,C10428,UK,London,Web,P1227,Sports,Fitness,517.99,3,0.0,1553.97,1218.79
O1631,2024-03-07 00:00:00,C11198,France,Paris,Mobile App,P1108,Home,Kitchen,320.89,1,0.2,257.1,180.58
O1631,2024-03-07 00:00:00,C11198,France,Paris,Mobile App,P1092,Home,Furniture,917.58,1,0.0,917.58,536.74
O1632,2024-10-28 00:00:00,C10622,Germany,Munich,Mobile App,P1017,Electronics,Phones,693.77,3,0.0,2081.31,1459.58
O1632,2024-10-28 00:00:00,C10622,Germany,Munich,Mobile App,P1042,Electronics,Accessories,57.29,2,0.0,114.57,71.37
O1632,2024-10-28 00:00:00,C10622,Germany,Munich,Mobile App,P1125,Home,Decor,591.44,3,0.0,1774.33,1268.89
O1633,2024-08-03 00:00:00,C10456,Sweden,Malmö,Web,P1226,Sports,Fitness,1169.53,3,0.07,3248.5,2698.63
O1634,2024-05-22 00:00:00,C10780,Sweden,Gothenburg,Mobile App,P1318,Beauty,Haircare,228.62,1,0.0,228.62,136.53
O1634,2024-05-22 00:00:00,C10780,Sweden,Gothenburg,Mobile App,P1189,Fashion,Accessories,304.81,1,0.0,304.81,199.93
O1634,2024-05-22 00:00:00,C10780,Sweden,Gothenburg,Mobile App,P1197,Fashion,Accessories,1163.97,3,0.05,3328.88,2201.59
O1635,2024-01-23 00:00:00,C11025,Australia,Melbourne,Retail Store,P1216,Sports,Outdoor,412.24,1,0.0,412.24,313.85
O1635,2024-01-23 00:00:00,C11025,Australia,Melbourne,Retail Store,P1042,Electronics,Accessories,58.27,3,0.0,174.82,108.09
O1635,2024-01-23 00:00:00,C11025,Australia,Melbourne,Retail Store,P1217,Sports,Outdoor,1046.98,2,0.07,1953.33,1287.24
O1636,2023-07-27 00:00:00,C11589,USA,Seattle,Mobile App,P1241,Sports,Athleisure,1315.34,1,0.03,1280.74,831.78
O1636,2023-07-27 00:00:00,C11589,USA,Seattle,Mobile App,P1128,Home,Decor,14.05,3,0.0,42.16,24.63
O1637,2023-03-31 00:00:00,C10757,Australia,Brisbane,Web,P1051,Electronics,Accessories,1034.12,3,0.07,2896.77,2300.97
O1637,2023-03-31 00:00:00,C10757,Australia,Brisbane,Web,P1120,Home,Decor,921.54,1,0.0,921.54,737.04
O1637,2023-03-31 00:00:00,C10757,Australia,Brisbane,Web,P1283,Beauty,Makeup,123.63,1,0.0,123.63,70.43
O1638,2024-09-19 00:00:00,C11797,Netherlands,Rotterdam,Web,P1123,Home,Decor,176.54,3,0.0,529.62,366.02
O1638,2024-09-19 00:00:00,C11797,Netherlands,Rotterdam,Web,P1201,Sports,Outdoor,74.98,3,0.0,224.95,149.86
O1639,2024-09-17 00:00:00,C11586,Netherlands,Rotterdam,Web,P1275,Beauty,Skincare,549.33,3,0.06,1546.25,1075.28
O1639,2024-09-17 00:00:00,C11586,Netherlands,Rotterdam,Web,P1214,Sports,Outdoor,805.57,1,0.0,805.57,462.91
O1639,2024-09-17 00:00:00,C11586,Netherlands,Rotterdam,Web,P1001,Electronics,Phones,1051.01,1,0.0,1051.01,681.64
O1640,2024-05-25 00:00:00,C10640,Sweden,Stockholm,Web,P1282,Beauty,Makeup,487.1,1,0.0,487.1,277.41
O1641,2023-03-06 00:00:00,C10878,Australia,Melbourne,Web,P1064,Electronics,Audio,336.66,1,0.0,336.66,215.99
O1641,2023-03-06 00:00:00,C10878,Australia,Melbourne,Web,P1148,Fashion,Men,73.42,5,0.0,367.12,219.29
O1641,2023-03-06 00:00:00,C10878,Australia,Melbourne,Web,P1053,Electronics,Accessories,1384.86,3,0.0,4154.58,3063.77
O1642,2023-05-16 00:00:00,C10099,UK,Manchester,Mobile App,P1080,Home,Furniture,946.24,3,0.0,2838.72,2064.17
O1642,2023-05-16 00:00:00,C10099,UK,Manchester,Mobile App,P1221,Sports,Fitness,676.92,2,0.02,1322.8,880.62
O1643,2023-04-20 00:00:00,C10952,UK,Manchester,Mobile App,P1048,Electronics,Accessories,511.39,1,0.0,511.39,306.23
O1643,2023-04-20 00:00:00,C10952,UK,Manchester,Mobile App,P1117,Home,Kitchen,218.31,1,0.0,218.31,141.05
O1644,2023-12-06 00:00:00,C11398,Sweden,Stockholm,Retail Store,P1302,Beauty,Haircare,774.89,1,0.02,756.2,471.55
O1645,2023-08-29 00:00:00,C11532,France,Marseille,Web,P1264,Beauty,Skincare,1259.77,2,0.0,2519.55,1602.42
O1646,2023-01-29 00:00:00,C10103,Sweden,Gothenburg,Mobile App,P1232,Sports,Fitness,595.32,3,0.06,1683.8,1149.82
O1646,2023-01-29 00:00:00,C10103,Sweden,Gothenburg,Mobile App,P1044,Electronics,Accessories,302.17,2,0.0,604.35,376.01
O1646,2023-01-29 00:00:00,C10103,Sweden,Gothenburg,Mobile App,P1265,Beauty,Skincare,865.36,1,0.0,865.36,610.0
O1647,2023-01-28 00:00:00,C10354,Australia,Brisbane,Web,P1290,Beauty,Makeup,50.12,5,0.0,250.59,199.64
O1647,2023-01-28 00:00:00,C10354,Australia,Brisbane,Web,P1133,Home,Decor,441.02,1,0.08,407.37,280.06
O1647,2023-01-28 00:00:00,C10354,Australia,Brisbane,Web,P1231,Sports,Fitness,689.27,3,0.09,1891.07,1493.69
O1648,2023-01-10 00:00:00,C11797,France,Marseille,Web,P1030,Electronics,Laptops,841.26,1,0.0,841.26,492.62
O1648,2023-01-10 00:00:00,C11797,France,Marseille,Web,P1129,Home,Decor,651.87,3,0.0,1955.62,1289.69
O1648,2023-01-10 00:00:00,C11797,France,Marseille,Web,P1156,Fashion,Men,837.34,1,0.0,837.34,531.79
O1649,2023-09-27 00:00:00,C11723,Germany,Hamburg,Web,P1276,Beauty,Skincare,992.88,2,0.0,1985.76,1166.34
O1650,2024-10-21 00:00:00,C10286,Germany,Cologne,Marketplace,P1149,Fashion,Men,364.28,3,0.0,1092.85,848.0
O1650,2024-10-21 00:00:00,C10286,Germany,Cologne,Marketplace,P1021,Electronics,Laptops,175.94,1,0.0,175.94,134.66
O1650,2024-10-21 00:00:00,C10286,Germany,Cologne,Marketplace,P1136,Home,Decor,578.96,6,0.0,3473.77,2338.88
O1651,2023-10-08 00:00:00,C11071,Germany,Cologne,Web,P1164,Fashion,Women,112.56,1,0.0,112.56,64.25
O1652,2023-09-24 00:00:00,C11571,India,Bengaluru,Retail Store,P1118,Home,Kitchen,1089.74,2,0.0,2179.47,1723.54
O1652,2023-09-24 00:00:00,C11571,India,Bengaluru,Retail Store,P1004,Electronics,Phones,181.13,4,0.09,661.29,445.11
O1652,2023-09-24 00:00:00,C11571,India,Bengaluru,Retail Store,P1289,Beauty,Makeup,502.63,2,0.06,944.84,575.0
O1653,2023-06-13 00:00:00,C10413,Canada,Calgary,Web,P1071,Electronics,Audio,238.79,3,0.05,679.75,492.77
O1654,2023-09-09 00:00:00,C11098,Germany,Cologne,Marketplace,P1028,Electronics,Laptops,779.55,1,0.0,779.55,479.17
O1654,2023-09-09 00:00:00,C11098,Germany,Cologne,Marketplace,P1057,Electronics,Accessories,268.33,1,0.0,268.33,180.31
O1655,2024-03-27 00:00:00,C11551,Brazil,Rio de Janeiro,Marketplace,P1100,Home,Kitchen,43.01,2,0.0,86.01,64.56
O1655,2024-03-27 00:00:00,C11551,Brazil,Rio de Janeiro,Marketplace,P1007,Electronics,Phones,1081.2,1,0.0,1081.2,732.99
O1655,2024-03-27 00:00:00,C11551,Brazil,Rio de Janeiro,Marketplace,P1144,Fashion,Men,379.62,2,0.0,759.24,540.42
O1656,2023-01-11 00:00:00,C10109,UK,Bristol,Mobile App,P1190,Fashion,Accessories,82.49,1,0.0,82.49,58.45
O1656,2023-01-11 00:00:00,C10109,UK,Bristol,Mobile App,P1186,Fashion,Accessories,890.05,1,0.0,890.05,637.12
O1656,2023-01-11 00:00:00,C10109,UK,Bristol,Mobile App,P1220,Sports,Fitness,662.87,5,0.15,2822.38,1900.72
O1657,2024-07-31 00:00:00,C11044,Sweden,Stockholm,Mobile App,P1311,Beauty,Haircare,89.12,2,0.0,178.23,112.18
O1657,2024-07-31 00:00:00,C11044,Sweden,Stockholm,Mobile App,P1057,Electronics,Accessories,296.01,2,0.0,592.02,371.84
O1657,2024-07-31 00:00:00,C11044,Sweden,Stockholm,Mobile App,P1070,Electronics,Audio,881.14,3,0.02,2590.75,1957.73
O1658,2023-09-13 00:00:00,C10561,Sweden,Stockholm,Mobile App,P1011,Electronics,Phones,1343.07,5,0.17,5573.79,4111.45
O1658,2023-09-13 00:00:00,C10561,Sweden,Stockholm,Mobile App,P1277,Beauty,Skincare,799.5,3,0.07,2226.4,1783.12
O1658,2023-09-13 00:00:00,C10561,Sweden,Stockholm,Mobile App,P1298,Beauty,Makeup,804.44,2,0.0,1608.88,1154.33
O1659,2024-05-05 00:00:00,C10886,Canada,Montreal,Web,P1312,Beauty,Haircare,28.83,3,0.0,86.49,59.88
O1659,2024-05-05 00:00:00,C10886,Canada,Montreal,Web,P1009,Electronics,Phones,729.5,5,0.0,3647.49,2358.57
O1659,2024-05-05 00:00:00,C10886,Canada,Montreal,Web,P1222,Sports,Fitness,113.36,1,0.0,113.36,85.15
O1660,2023-04-27 00:00:00,C10427,Australia,Brisbane,Retail Store,P1061,Electronics,Audio,311.8,4,0.0,1247.21,737.14
O1660,2023-04-27 00:00:00,C10427,Australia,Brisbane,Retail Store,P1128,Home,Decor,22.09,1,0.02,21.61,12.16
O1660,2023-04-27 00:00:00,C10427,Australia,Brisbane,Retail Store,P1007,Electronics,Phones,1315.86,1,0.04,1264.04,882.43
O1661,2024-07-10 00:00:00,C11216,Australia,Brisbane,Web,P1023,Electronics,Laptops,462.17,2,0.08,849.55,521.42
O1661,2024-07-10 00:00:00,C11216,Australia,Brisbane,Web,P1031,Electronics,Laptops,177.14,3,0.0,531.41,386.44
O1662,2023-05-31 00:00:00,C10408,USA,Austin,Retail Store,P1099,Home,Furniture,106.95,4,0.0,427.81,271.36
O1662,2023-05-31 00:00:00,C10408,USA,Austin,Retail Store,P1104,Home,Kitchen,1141.15,3,0.18,2823.22,2450.26
O1663,2024-10-13 00:00:00,C10690,Netherlands,Rotterdam,Web,P1098,Home,Furniture,42.85,2,0.02,84.21,63.7
O1663,2024-10-13 00:00:00,C10690,Netherlands,Rotterdam,Web,P1146,Fashion,Men,573.58,1,0.0,573.58,328.69
O1663,2024-10-13 00:00:00,C10690,Netherlands,Rotterdam,Web,P1024,Electronics,Laptops,465.73,2,0.0,931.46,550.94
O1664,2024-02-02 00:00:00,C11303,Australia,Brisbane,Mobile App,P1196,Fashion,Accessories,823.63,2,0.0,1647.25,969.09
O1665,2024-10-11 00:00:00,C10308,UK,Manchester,Web,P1102,Home,Kitchen,384.26,2,0.1,688.68,520.0
O1666,2023-12-06 00:00:00,C11714,Sweden,Stockholm,Web,P1047,Electronics,Accessories,554.1,2,0.0,1108.21,789.64
O1666,2023-12-06 00:00:00,C11714,Sweden,Stockholm,Web,P1021,Electronics,Laptops,223.14,3,0.0,669.42,494.89
O1666,2023-12-06 00:00:00,C11714,Sweden,Stockholm,Web,P1026,Electronics,Laptops,290.82,2,0.0,581.63,348.3
O1667,2024-07-23 00:00:00,C10393,India,Hyderabad,Retail Store,P1181,Fashion,Accessories,176.79,3,0.05,503.59,341.1
O1668,2024-09-25 00:00:00,C10285,France,Paris,Web,P1169,Fashion,Women,807.56,3,0.0,2422.68,1422.54
O1669,2023-11-14 00:00:00,C11677,India,Bengaluru,Mobile App,P1004,Electronics,Phones,143.07,2,0.0,286.14,189.33
O1670,2023-06-03 00:00:00,C11024,Netherlands,Rotterdam,Web,P1286,Beauty,Makeup,483.19,3,0.0,1449.57,1095.46
O1670,2023-06-03 00:00:00,C11024,Netherlands,Rotterdam,Web,P1163,Fashion,Women,680.4,2,0.0,1360.8,790.25
O1671,2024-07-05 00:00:00,C11395,Germany,Hamburg,Web,P1030,Electronics,Laptops,615.25,2,0.12,1081.66,755.17
O1672,2024-09-14 00:00:00,C10446,France,Lyon,Mobile App,P1178,Fashion,Women,949.82,1,0.0,949.82,540.46
O1672,2024-09-14 00:00:00,C10446,France,Lyon,Mobile App,P1247,Sports,Athleisure,1069.59,4,0.1,3843.52,3368.55
O1673,2023-10-19 00:00:00,C10952,UK,Bristol,Retail Store,P1153,Fashion,Men,612.38,1,0.14,524.79,354.89
O1673,2023-10-19 00:00:00,C10952,UK,Bristol,Retail Store,P1204,Sports,Outdoor,853.44,1,0.04,816.05,551.62
O1673,2023-10-19 00:00:00,C10952,UK,Bristol,Retail Store,P1120,Home,Decor,1135.98,1,0.07,1054.34,849.12
O1674,2024-09-08 00:00:00,C10957,USA,Seattle,Marketplace,P1082,Home,Furniture,296.27,1,0.0,296.27,231.59
O1674,2024-09-08 00:00:00,C10957,USA,Seattle,Marketplace,P1140,Fashion,Men,1063.49,1,0.0,1063.49,823.42
O1675,2023-02-15 00:00:00,C10805,Canada,Calgary,Web,P1129,Home,Decor,716.7,2,0.0,1433.4,874.16
O1675,2023-02-15 00:00:00,C10805,Canada,Calgary,Web,P1098,Home,Furniture,37.96,1,0.0,37.96,24.53
O1675,2023-02-15 00:00:00,C10805,Canada,Calgary,Web,P1289,Beauty,Makeup,588.5,1,0.0,588.5,349.34
O1676,2024-05-21 00:00:00,C10680,Canada,Calgary,Web,P1105,Home,Kitchen,288.82,2,0.05,549.09,382.44
O1677,2023-05-24 00:00:00,C11379,Germany,Munich,Retail Store,P1012,Electronics,Phones,1058.68,1,0.02,1033.78,788.54
O1677,2023-05-24 00:00:00,C11379,Germany,Munich,Retail Store,P1038,Electronics,Laptops,618.19,2,0.13,1071.59,957.65
O1678,2024-08-21 00:00:00,C10786,USA,Chicago,Retail Store,P1278,Beauty,Skincare,1124.2,3,0.0,3372.6,2272.82
O1678,2024-08-21 00:00:00,C10786,USA,Chicago,Retail Store,P1144,Fashion,Men,415.79,2,0.06,782.02,472.19
O1678,2024-08-21 00:00:00,C10786,USA,Chicago,Retail Store,P1180,Fashion,Accessories,582.49,3,0.0,1747.46,1025.78
O1679,2024-04-02 00:00:00,C11393,India,Hyderabad,Web,P1244,Sports,Athleisure,31.92,1,0.0,31.92,20.73
O1679,2024-04-02 00:00:00,C11393,India,Hyderabad,Web,P1291,Beauty,Makeup,34.57,5,0.0,172.86,122.09
O1680,2024-03-03 00:00:00,C10804,India,Hyderabad,Marketplace,P1177,Fashion,Women,369.72,1,0.0,369.72,250.77
O1680,2024-03-03 00:00:00,C10804,India,Hyderabad,Marketplace,P1026,Electronics,Laptops,204.95,2,0.0,409.89,296.3
O1680,2024-03-03 00:00:00,C10804,India,Hyderabad,Marketplace,P1155,Fashion,Men,265.89,4,0.03,1032.34,603.16
O1681,2023-07-04 00:00:00,C10137,USA,New York,Mobile App,P1076,Electronics,Audio,879.8,3,0.05,2497.16,1550.61
O1681,2023-07-04 00:00:00,C10137,USA,New York,Mobile App,P1000,Electronics,Phones,509.29,1,0.08,468.45,406.91
O1682,2024-07-07 00:00:00,C10106,Canada,Vancouver,Mobile App,P1291,Beauty,Makeup,60.62,2,0.0,121.24,96.09
O1683,2024-06-02 00:00:00,C10263,Brazil,Brasília,Web,P1029,Electronics,Laptops,56.21,1,0.0,56.21,41.76
O1683,2024-06-02 00:00:00,C10263,Brazil,Brasília,Web,P1207,Sports,Outdoor,879.42,1,0.07,818.34,631.23
O1684,2023-07-26 00:00:00,C11776,Australia,Sydney,Web,P1131,Home,Decor,319.96,1,0.0,319.96,203.75
O1684,2023-07-26 00:00:00,C11776,Australia,Sydney,Web,P1148,Fashion,Men,59.81,1,0.0,59.81,37.81
O1684,2023-07-26 00:00:00,C11776,Australia,Sydney,Web,P1145,Fashion,Men,67.51,4,0.0,270.04,150.55
O1685,2023-05-23 00:00:00,C10102,Sweden,Malmö,Mobile App,P1019,Electronics,Phones,347.67,1,0.0,347.67,197.74
O1685,2023-05-23 00:00:00,C10102,Sweden,Malmö,Mobile App,P1164,Fashion,Women,137.72,1,0.13,119.6,96.43
O1685,2023-05-23 00:00:00,C10102,Sweden,Malmö,Mobile App,P1151,Fashion,Men,330.8,2,0.07,616.68,445.35
O1686,2023-09-08 00:00:00,C11542,Canada,Montreal,Mobile App,P1214,Sports,Outdoor,939.99,2,0.0,1879.97,1053.79
O1687,2023-07-16 00:00:00,C11501,UK,Leeds,Web,P1244,Sports,Athleisure,23.43,4,0.0,93.71,74.77
O1687,2023-07-16 00:00:00,C11501,UK,Leeds,Web,P1314,Beauty,Haircare,951.19,1,0.15,810.9,679.1
O1688,2024-03-03 00:00:00,C10583,UK,London,Mobile App,P1076,Electronics,Audio,1169.06,4,0.06,4413.93,2773.97
O1688,2024-03-03 00:00:00,C10583,UK,London,Mobile App,P1145,Fashion,Men,59.65,3,0.08,164.02,117.03
O1688,2024-03-03 00:00:00,C10583,UK,London,Mobile App,P1278,Beauty,Skincare,680.44,2,0.04,1300.57,779.85
O1689,2023-07-31 00:00:00,C11011,Sweden,Stockholm,Web,P1088,Home,Furniture,1104.91,1,0.0,1104.91,739.25
O1689,2023-07-31 00:00:00,C11011,Sweden,Stockholm,Web,P1241,Sports,Athleisure,1000.16,1,0.06,937.15,586.88
O1690,2024-09-02 00:00:00,C11139,USA,New York,Mobile App,P1040,Electronics,Accessories,160.35,2,0.0,319.55,222.97
O1690,2024-09-02 00:00:00,C11139,USA,New York,Mobile App,P1043,Electronics,Accessories,955.63,2,0.06,1804.21,1348.5
O1691,2023-08-28 00:00:00,C11214,Germany,Munich,Retail Store,P1275,Beauty,Skincare,481.16,1,0.02,472.17,288.49
O1691,2023-08-28 00:00:00,C11214,Germany,Munich,Retail Store,P1259,Sports,Athleisure,126.48,3,0.0,379.43,288.15
O1692,2023-05-10 00:00:00,C10540,Brazil,Rio de Janeiro,Web,P1050,Electronics,Accessories,939.8,2,0.0,1879.59,1115.78
O1692,2023-05-10 00:00:00,C10540,Brazil,Rio de Janeiro,Web,P1267,Beauty,Skincare,987.86,2,0.0,1975.71,1280.48
O1693,2023-07-16 00:00:00,C11426,France,Paris,Web,P1256,Sports,Athleisure,755.05,3,0.04,2182.81,1351.48
O1693,2023-07-16 00:00:00,C11426,France,Paris,Web,P1217,Sports,Outdoor,963.42,1,0.14,825.13,761.63
O1694,2023-02-14 00:00:00,C10233,Canada,Toronto,Mobile App,P1292,Beauty,Makeup,868.41,1,0.08,799.85,511.94
O1694,2023-02-14 00:00:00,C10233,Canada,Toronto,Mobile App,P1134,Home,Decor,1225.62,4,0.0,4902.49,2745.93
O1695,2023-06-02 00:00:00,C10082,India,Bengaluru,Web,P1287,Beauty,Makeup,702.75,4,0.0,2811.01,1931.8
O1696,2023-02-04 00:00:00,C10442,Canada,Calgary,Mobile App,P1119,Home,Kitchen,613.21,4,0.0,2452.86,1960.04
O1696,2023-02-04 00:00:00,C10442,Canada,Calgary,Mobile App,P1262,Beauty,Skincare,190.33,3,0.13,495.77,451.61
O1697,2023-07-22 00:00:00,C10768,Brazil,Rio de Janeiro,Mobile App,P1138,Home,Decor,475.18,2,0.0,950.36,698.81
O1698,2023-07-18 00:00:00,C11523,USA,New York,Web,P1315,Beauty,Haircare,749.57,1,0.0,749.57,565.58
